ID,SEQUENCE,POS
2452,If you study physics or chemistry then you should describe the real world .,IN PRP VBP NN CC NN RB PRP MD VB DT JJ NN .
2453,"As discussed earlier , another nondemocratic form of government is oligarchy , in which a handful of elite members of society , often those who belong to a particular political party , hold all political power .","IN VBN RBR , DT JJ NN IN NN VBZ NN , IN WDT DT NN IN JJ NNS IN NN , RB DT WP VBP IN DT JJ JJ NN , VBP DT JJ NN ."
2454,"Bottle in one hand , half asleep , watching TV .","NN IN CD NN , NN JJ , VBG NN ."
2455,This was incredible .,DT VBD JJ .
2456,"Besides works whose copyright has expired , there is an increasing number of modern books available under Creative Commons and similar licenses .","IN NNS WP$ NN VBZ VBN , EX VBZ DT VBG NN IN JJ NNS JJ IN NNP NNP CC JJ NNS ."
2457,The girl who stood before the tall desk was red - headed .,DT NN WP VBD IN DT JJ NN VBD JJ HYPH JJ .
2458,And this would be ?,CC DT MD VB .
2459,"Get feedback from librarians on possible subjects , based on already known gaps in their knowledge and skills .","VB NN IN NNS IN JJ NNS , VBN IN RB VBN NNS IN PRP$ NN CC NNS ."
2460,Jose _,NNP :
2461,"Looking round me again , I saw that , quite near , what I had taken to be a reddish mass of rock was moving slowly towards me .","VBG IN PRP RB , PRP VBD IN , RB RB , WP PRP VBD VBN TO VB DT JJ NN IN NN VBD VBG RB IN PRP ."
2462,Two Parts :,CD NNS :
2463,Always let the soil dry before you water the cuttings .,RB VB DT NN VB IN PRP VBP DT NNS .
2464,"So anyways , today I have quite a bit of filming to do .","UH RB , NN PRP VBP PDT DT NN IN NN TO VB ."
2465,She just remembered .,PRP RB VBD .
2466,Both were destroyed during the war .,DT VBD VBN IN DT NN .
2467,The death of his grandmother had probably caused in him feelings of abandonment and guilt .,DT NN IN PRP$ NN VBD RB VBN IN PRP NNS IN NN CC NN .
2468,Yeah .,UH .
2469,"It is the only cycle to be preserved in purpose - built surroundings in the UK , and one of very few of its kind in the world .","PRP VBZ DT JJ NN TO VB VBN IN NN HYPH VBN NNS IN DT NNP , CC CD IN RB JJ IN PRP$ NN IN DT NN ."
2470,"While this is a far cry from revealing to us what we ought to do , the research program seems full of promise nonetheless .","IN DT VBZ DT JJ NN IN VBG IN PRP WP PRP MD TO VB , DT NN NN VBZ JJ IN NN RB ."
2471,Everyone likes a good sense of humor .,NN VBZ DT JJ NN IN NN .
2472,The profits obtained from prosperous textile mills opened up practically unlimited possibilities for their owners .,DT NNS VBN IN JJ NN NNS VBD RP RB JJ NNS IN PRP$ NNS .
2473,Oh .,UH .
2474,Decide on a target .,VB IN DT NN .
2475,Some nondemocratic societies are totalitarian in nature .,DT JJ NNS VBP JJ IN NN .
2476,Image : NASA,NN : NNP
2477,"As I recall the high hopes for America with which we began this second term , I feel a great sadness that I will not be here in this office working on your behalf to achieve those hopes in the next 2 1/2 years .","IN PRP VBP DT JJ NNS IN NNP IN WDT PRP VBD DT JJ NN , PRP VBP DT JJ NN IN PRP MD RB VB RB IN DT NN VBG IN PRP$ NN TO VB DT NNS IN DT JJ CD CD NNS ."
2478,Beaters can try hitting the bludgers around in the air with a shortened hockey sticks or a short bat .,NNS MD VB VBG DT NNS RB IN DT NN IN DT VBN NN NNS CC DT JJ NN .
2479,Jeez .,UH .
2480,"My father was a young man , thirty - five , younger because he liked to be outside , to play softball on Saturday and to take my mother and me camping on vacation .","PRP$ NN VBD DT JJ NN , CD HYPH CD , JJR IN PRP VBD TO VB RB , TO VB NN IN NNP CC TO VB PRP$ NN CC PRP VBG IN NN ."
2481,Understand,VB
2482,"_ I stopped very gently and sat upon the Time Machine , looking round .","`` PRP VBD RB RB CC VBD IN DT NNP NNP , VBG RB ."
2483,The Mysterious Affair at Styles,DT NNP NNP IN NNP
2484,"He entered the University of Copenhagen in 1877 when he was 17 , initially studying law but not forgetting his language studies .","PRP VBD DT NNP IN NNP IN CD WRB PRP VBD CD , RB VBG NN CC RB VBG PRP$ NN NNS ."
2485,Mhm .,UH .
2486,"In language , such an event can be expressed in a variety of different ways , e.g. using the verb ' to sell ' or the verb ' to buy ' .","IN NN , PDT DT NN MD VB VBN IN DT NN IN JJ NNS , FW VBG DT NN `` TO VB '' CC DT NN `` TO VB '' ."
2487,_ Is there really much more logic in the opposite extreme which denies any kind of sound symbolism ( apart from the small class of evident echoisms and _ onomatopoeia _ ) and sees in our words only a collection of accidental and irrational associations of sound and meaning ? ...,`` VBZ EX RB RB JJR NN IN DT JJ NN WDT VBZ DT NN IN NN NN -LRB- RB IN DT JJ NN IN JJ NNS CC `` NN '' -RRB- CC VBZ IN PRP$ NNS RB DT NN IN JJ CC JJ NNS IN NN CC NN . :
2488,_ What did you do ? _ my mom says when she sees us .,`` WP VBD PRP VB . '' PRP$ NN VBZ WRB PRP VBZ PRP .
2489,Why did you choose to study mathematics ?,WRB VBD PRP VB TO VB NN .
2490,The whole thing would be over three .,DT JJ NN MD VB IN CD .
2491,"A Geofence is determined by a geographical location expressed in terms of latitude , longitude , and a radius around that location .","DT NN VBZ VBN IN DT JJ NN VBN IN NNS IN NN , NN , CC DT NN IN DT NN ."
2492,It is a longstanding and successful approach to managing infectious diseases and has proven its worth again in recent weeks .,PRP VBZ DT JJ CC JJ NN IN VBG JJ NNS CC VBZ VBN PRP$ NN RB IN JJ NNS .
2493,How to Flirt Through Instant Messaging,WRB TO VB IN JJ NN
2494,"In response to the aforementioned situation where the three types of lights are compared by their efficiency and effectiveness as light sources , the proponents conducted this study .","IN NN IN DT JJ NN WRB DT CD NNS IN NNS VBP VBN IN PRP$ NN CC NN IN JJ NNS , DT NNS VBD DT NN ."
2495,It can be a real mess on Broadway .,PRP MD VB DT JJ NN IN NNP .
2496,"There are also many nail salons , frozen yogurt shops , coffee shops and gas stations .","EX VBP RB JJ NN NNS , VBN NN NNS , NN NNS CC NN NNS ."
2497,The questions are --,DT NNS VBP :
2498,Finished .,VBN .
2499,"Not just because of the sadness of it all , but I think of him because they tell us that in order to be safe from COVID , we must wash our hands for 20 seconds .","RB RB IN IN DT NN IN PRP DT , CC PRP VBP IN PRP IN PRP VBP PRP IN IN NN TO VB JJ IN NNP , PRP MD VB PRP$ NNS IN CD NNS ."
2500,Oh my gosh .,UH PRP$ UH .
2501,What is up guys ?,WP VBZ RB NNS .
2502,Figure 2.3,NNP CD
2503,THE VICE PRESIDENT :,DT NNP NNP :
2504,You can also sometimes find someone who owns a pet snake .,PRP MD RB RB VB NN WP VBZ DT NN NN .
2505,See this is the little -,VBP DT VBZ DT JJ :
2506,Ah !,UH .
2507,"And the claim was that it had to do with Iranian missiles , but forget about that .","CC DT NN VBD IN PRP VBD TO VB IN JJ NNS , CC VB IN DT ."
2508,"For example , the Instruments for Research into Second Languages ( IRIS ) repository ( http://www.irisdatabase.org ) was established in 2011 and holds , at the time of writing , over 3,800 materials that can be used for replication , among other purposes , in L2 research ( Marsden & Mackey , 2014 ; Marsden , Mackey , & Plonsky , 2016 ) .","IN NN , DT NNPS IN NNP IN NNP NNPS -LRB- NNP -RRB- NN -LRB- NNP -RRB- VBD VBN IN CD CC VBZ , IN DT NN IN VBG , RB CD NNS WDT MD VB VBN IN NN , IN JJ NNS , IN NN NN -LRB- NNP CC NNP , CD : NNP , NNP , CC NNP , CD -RRB- ."
2509,Beaters try to peg players with their bludger .,NNS VBP TO VB NNS IN PRP$ NN .
2510,X squared .,NN VBN .
2511,"His chief work is Hydrodynamica , published in 1738 ;","PRP$ JJ NN VBZ NNP , VBN IN CD :"
2512,"The sea stretched away to the south - west , to rise into a sharp bright horizon against the wan sky .","DT NN VBD RB IN DT NN HYPH NN , TO VB IN DT JJ JJ NN IN DT JJ NN ."
2513,We read about six hundred to eight hundred headline ideas on a Monday coming from our staff and a small group of writers outside _ a contributing core .,PRP VBP RB CD CD IN CD CD NN NNS IN DT NNP VBG IN PRP$ NN CC DT JJ NN IN NNS RB : DT VBG NN .
2514,"They embarked on this complex endeavor for the benefit of humankind , and in the process , accelerated American innovation , strengthened partnerships with our allies , and will undoubtedly inspire generations to look to the heavens with excitement and ambition .","PRP VBD IN DT JJ NN IN DT NN IN NN , CC IN DT NN , VBD JJ NN , VBD NNS IN PRP$ NNS , CC MD RB VB NNS TO VB IN DT NNS IN NN CC NN ."
2515,Hey you in there !,UH PRP IN RB .
2516,Using the dictionary can ensure you not missing a single word .,VBG DT NN MD VB PRP RB VBG DT JJ NN .
2517,Th- this person did not want to dance .,UH DT NN VBD RB VB TO VB .
2518,You will feel a growing sense of pride as you visually monitor your ever - diminishing list of projects .,PRP MD VB DT VBG NN IN NN IN PRP RB VBP PRP$ RB HYPH VBG NN IN NNS .
2519,Right ?,JJ .
2520,And he was watching the football game _,CC PRP VBD VBG DT JJ NN :
2521,"These hotels may not be the most luxerious , but they do provide air - conditionting , televisions , and refrigerators in all of the rooms .","DT NNS MD RB VB DT RBS JJ , CC PRP VBP VB NN HYPH NN , NNS , CC NNS IN DT IN DT NNS ."
2522,"Very cautiously , for I remembered my former headlong fall , I began to reverse my motion .","RB RB , IN PRP VBD PRP$ JJ JJ NN , PRP VBD TO VB PRP$ NN ."
2523,"But when that moon went over to the west and the still tide ebbed from the sullen shore , I saw in that light old spires that the waves almost uncovered , and white columns gay with festoons of green seaweed .","CC WRB DT NN VBD RP IN DT NN CC DT JJ NN VBD IN DT JJ NN , PRP VBD IN DT NN JJ NNS WDT DT NNS RB VBD , CC JJ NNS JJ IN NNS IN JJ NN ."
2524,"I took that brown trash thing , and tucked a bag in it .","PRP VBD DT JJ NN NN , CC VBD DT NN IN PRP ."
2525,Early life,JJ NN
2526,"Um , yesterday he was a carpenter .","UH , NN PRP VBD DT NN ."
2527,"If this were the case , it would support the idea that non-avian theropods have relatively thinner femora than extant birds because of postural differences [ 6 ] .","IN DT VBD DT NN , PRP MD VB DT NN IN JJ NNS VBP RB JJR NN IN JJ NNS IN IN JJ NNS -LRB- CD -RRB- ."
2528,Uncover and fluff with a fork .,VB CC VB IN DT NN .
2529,"From the Southwest / Oklahoma City - I - 44 East , aka the "" Turner Turnpike . ""","IN DT NN SYM NNP NNP : NNP HYPH CD NNP , RB DT `` NNP NNP . ''"
2530,Maybe she meant if she made herself .,RB PRP VBD IN PRP VBD PRP .
2531,"It was a really weird tiring semester , I think , relatively , compared to last semester , so you know , it is what it is .","PRP VBD DT RB JJ JJ NN , PRP VBP , RB , VBN IN JJ NN , RB PRP VBP , PRP VBZ WP PRP VBZ ."
2532,"If you want to make it more quickly , cut the skittles in half before putting them into vodka .","IN PRP VBP TO VB PRP RBR RB , VB DT NNPS IN NN IN VBG PRP IN NN ."
2533,Look at this .,VB IN DT .
2534,"There is a tunnel from the mosque to the Royal Palace , across the square .","EX VBZ DT NN IN DT NN IN DT NNP NNP , IN DT NN ."
2535,"Brahms recommended Dvo_ák to his publisher , Simrock , who soon afterward commissioned what became the Slavonic Dances , Op. 46 .","NNP VBD NNP IN PRP$ NN , NNP , WP RB RB VBD WP VBD DT NNP NNPS , NNP CD ."
2536,You know ?,PRP VBP .
2537,"If you 're dead set on starting your own glowstick business ( worse ideas exist ) , try websites like Alfa Aesar [ 1 ] or Sigma Aldrich [ 2 ] for supplies .","IN PRP VBP RB VBN IN VBG PRP$ JJ NN NN -LRB- JJR NNS VBP -RRB- , VB NNS IN NNP NNP -LRB- CD -RRB- CC NN NNP -LRB- CD -RRB- IN NNS ."
2538,""" As a way to commercialize his work , he would make a blue Marilyn and a pink Marilyn and a yellow Marilyn , and then you could pick your favorite color and buy that .","`` IN DT NN TO VB PRP$ NN , PRP MD VB DT JJ NNP CC DT JJ NNP CC DT JJ NNP , CC RB PRP MD VB PRP$ JJ NN CC VB DT ."
2539,Why not run for a lower office that you would be more likely to win and effect change ?,WRB RB VB IN DT JJR NN WDT PRP MD VB RBR JJ TO VB CC VB NN .
2540,I mean .,PRP VBP .
2541,"Listed at 5 feet 10 inches ( 1.78 m ) and 180 pounds ( 82 kg ) , Holt bats left - handed and throws right - handed .","VBN IN CD NNS CD NNS -LRB- CD NNS -RRB- CC CD NNS -LRB- CD NNS -RRB- , NNP VBZ JJ HYPH RB CC VBZ JJ HYPH RB ."
2542,"When I tour around Taiwan , of course , I also find people taking action without even waiting for the ministries to take action .","WRB PRP VBP IN NNP , IN NN , PRP RB VBP NNS VBG NN IN RB VBG IN DT NNS TO VB NN ."
2543,"Ferry from Marstal on _rø , 25 minutes , 1 departure per day ( but ordering additional departures are possible ) , 70 DKK .","NN IN NNP IN NNP , CD NNS , CD NN IN NN -LRB- CC VBG JJ NNS VBP JJ -RRB- , CD $ ."
2544,"Browsing the catalog , I find that the quality of the spoken audio varies greatly from text to text or even varies from chapter to chapter .","VBG DT NN , PRP VBP IN DT NN IN DT VBN NN VBZ RB IN NN IN NN CC RB VBZ IN NN IN NN ."
2545,In 1891 Dvo_ák was appointed as a professor at the Prague Conservatory .,IN CD NNP VBD VBN IN DT NN IN DT NNP NNP .
2546,Figure 2.3,NNP CD
2547,Three .,CD .
2548,"Yeah , he _ he was um _","UH , PRP : PRP VBD UH :"
2549,Siete .,FW .
2550,Career,NN
2551,"Les Saintes : composed of Terre de Haut and Terre de Bas , one of the most beautiful bays .","NNP NNP : VBN IN NNP NNP NNP CC NNP NNP NNP , CD IN DT RBS JJ NNS ."
2552,Twenty - eight .,CD HYPH CD .
2553,He left school in France to enlist in the American Revolutionary War on the side of the rebelling colonials .,PRP VBD NN IN NNP TO VB IN DT NNP NNP NNP IN DT NN IN DT VBG NNS .
2554,Yeah .,UH .
2555,So they are 3 times larger than us and they have all the oil in the world .,RB PRP VBP CD NNS JJR IN PRP CC PRP VBP PDT DT NN IN DT NN .
2556,"He stood before Rachel in his plain white underwear and white socks , gazing at her as if she were a mirror .","PRP VBD IN NNP IN PRP$ JJ JJ NN CC JJ NNS , VBG IN PRP IN IN PRP VBD DT NN ."
2557,Build in or add something to the elevator .,VB IN CC VB NN IN DT NN .
2558,"Rathbun requested donations via a statement made on his blog , in order to help Montalvo with his legal defense financing .","NNP VBD NNS IN DT NN VBN IN PRP$ NN , IN NN TO VB NNP IN PRP$ JJ NN NN ."
2559,Now imagine that same scenario with one very slight difference .,RB VB DT JJ NN IN CD RB JJ NN .
2560,"Daniel Montalvo in September 2010 , after having left the elite group within Scientology called the Sea Org .","NNP NNP IN NNP CD , IN VBG VBN DT JJ NN IN NNP VBD DT NNP NNP ."
2561,( The fact that Asians and American Indians share genetic markers on a Y chromosome lends credibility to this migration theory . ),-LRB- DT NN IN NNPS CC JJ NNPS VBP JJ NNS IN DT NN NN VBZ NN IN DT NN NN . -RRB-
2562,"Saudi officials had already provided safeguards by installing an oval wall with padded edges to protect pilgrams from a crush , installed security cameras and placed over 60,000 security personnel in the area .","JJ NNS VBD RB VBN NNS IN VBG DT JJ NN IN VBN NNS TO VB NNS IN DT NN , VBN NN NNS CC VBN RB CD NN NNS IN DT NN ."
2563,Port Hutt .,NNP NNP .
2564,Separate the colors from five bags of 200 g Skittles .,VB DT NNS IN CD NNS IN CD NNS NNPS .
2565,"In recent years , the Albanian Government has started to periodically submit reports to the committees of the six main United Nations human rights treaties and is taking their recommendations into serious consideration .","IN JJ NNS , DT JJ NN VBZ VBN TO RB VB NNS IN DT NNS IN DT CD JJ NNP NNPS JJ NNS NNS CC VBZ VBG PRP$ NNS IN JJ NN ."
2566,"His mother wrote , "" He has no indisposition that I know of but love , desperate love , the worst of all maladies in my opinion . In short , the boy is distractedly in love with Miss Chaworth . "" [ 6 ]","PRP$ NN VBD , `` PRP VBZ DT NN WDT PRP VBP IN IN NN , JJ NN , DT JJS IN DT NNS IN PRP$ NN . IN JJ , DT NN VBZ RB IN NN IN NNP NNP . '' -LRB- CD -RRB-"
2567,"Um , and , I pretty much got an estimate so far , with the , coming in yesterday , and the x - rays and everything , the bill was about fifty - four .","UH , CC , PRP RB RB VBD DT NN RB RB , IN DT , NN RP NN , CC DT NN HYPH NNS CC NN , DT NN VBD RB CD HYPH CD ."
2568,"In the field of L2 research , given the importance of replication and the 50 calls for replication in L2 research that we identified , one might expect a substantial number of published replication studies by now .","IN DT NN IN NN NN , VBN DT NN IN NN CC DT CD NNS IN NN IN NN NN WDT PRP VBD , PRP MD VB DT JJ NN IN VBN NN NNS IN RB ."
